지점,지점명,일시,평균기온(°C),평균최고기온(°C),월합강수량(00~24h만)(mm),합계 일조시간(hr),합계 일사량(MJ/m2)
221,제천,Dec-20,-3.9,2.8,11.1,196.1,
221,제천,Jan-21,-4.6,1.8,18.2,190.3,
221,제천,Feb-21,0.7,7.5,12.2,199.1,
221,제천,Mar-21,6.8,13.7,100.1,204.2,
221,제천,Apr-21,11.8,18.6,104,209.8,
221,제천,May-21,14.9,21.1,157.8,185.1,
221,제천,Jun-21,21,26.7,81.6,188.4,
221,제천,Jul-21,25.1,30.9,223.1,210.4,
221,제천,Aug-21,23.1,27.8,174.9,118.1,
221,제천,Sep-21,19.6,24.9,209.2,158.4,
221,제천,Oct-21,12.3,19.2,26.6,175.7,
221,제천,Nov-21,5.1,12.1,48,165.7,
221,제천,Dec-21,-1.6,4.4,6.5,184.6,
221,제천,Jan-22,-4.6,2.1,3,214.2,
221,제천,Feb-22,-3.3,3.3,6.8,221.6,
221,제천,Mar-22,5.3,11.9,88.3,177.6,
221,제천,Apr-22,12.1,20,40.5,249.7,
221,제천,May-22,16.4,24.1,7.5,290.5,
221,제천,Jun-22,21.3,27,273.9,154,
221,제천,Jul-22,24.9,29.6,310.9,161.6,
221,제천,Aug-22,23.4,27.2,485.3,103,
221,제천,Sep-22,18.9,25.7,93.7,171.6,
221,제천,Oct-22,11.2,18.4,87.1,185.3,0
221,제천,Nov-22,6.2,14.4,60,188.3,
221,제천,Dec-22,-6.2,-0.1,19.6,176.6,
221,제천,Jan-23,-4.5,1.8,32.6,197.9,
221,제천,Feb-23,-0.2,6.5,2.2,190,
221,제천,Mar-23,7.1,15.4,14,246.8,
221,제천,Apr-23,11.2,18,48.6,182.1,
221,제천,May-23,16.9,23.6,167.1,244,
221,제천,Jun-23,21.6,27.4,231.3,219.1,
221,제천,Jul-23,24.5,29.2,605.3,148.2,
221,제천,Aug-23,25,30,240.9,179.8,
221,제천,Sep-23,20.9,26.2,234.6,168.3,
221,제천,Oct-23,11.3,19,33.8,195.2,
221,제천,Nov-23,4.7,10.9,49.8,185.3,
221,제천,Dec-23,-1.3,4.1,105.5,154.1,
221,제천,Jan-24,-2.2,2.5,24.8,172.5,
221,제천,Feb-24,1.7,6.8,78.9,106,
221,제천,Mar-24,4.9,11.1,52.2,197.6,
221,제천,Apr-24,14,21,54.7,199.6,
221,제천,May-24,16.4,23.4,128.7,251.8,
221,제천,Jun-24,21.8,28.5,171.7,263.1,
221,제천,Jul-24,24.7,28.7,467.8,104.8,
221,제천,Aug-24,26.4,31.9,99.1,229.6,
221,제천,Sep-24,22.6,28.2,195.6,170.8,
221,제천,Oct-24,13.5,19.7,114.1,136.6,
221,제천,Nov-24,6.8,13.7,42.1,149.5,
221,제천,Dec-24,-1.8,3.6,3.1,206.7,
226,보은,Jan-15,-1.8,4,25.1,141.4,
226,보은,Feb-15,0.4,6.4,31.8,143.7,
226,보은,Mar-15,5.2,13.4,45,250.7,
226,보은,Apr-15,11.6,18.4,92.1,163,
226,보은,May-15,17.5,25.5,31.8,275.7,
226,보은,Jun-15,21.7,28.2,73.4,200.3,
226,보은,Jul-15,23.8,28.8,156.7,142.8,
226,보은,Aug-15,24.2,30.2,85.2,180.2,
226,보은,Sep-15,18.8,26.4,38.8,200,
226,보은,Oct-15,12.6,21.3,84.5,218,
226,보은,Nov-15,8.6,13.1,109.8,60.4,
226,보은,Dec-15,1.4,7,42.8,121.6,
226,보은,Jan-16,-3.1,2.6,9.7,152.8,
226,보은,Feb-16,-0.2,6,39.8,163.7,
226,보은,Mar-16,5.8,13.5,45.5,218.6,
226,보은,Apr-16,13.3,21.1,149.2,198,
226,보은,May-16,18.1,25.9,88.5,262.9,
226,보은,Jun-16,22.3,28.4,48.8,187.5,
226,보은,Jul-16,24.8,29.9,494.9,145.2,
226,보은,Aug-16,26,32.1,53,238.6,
226,보은,Sep-16,20.5,26.1,149.4,118.7,
226,보은,Oct-16,14.1,20.2,135.7,118.4,
226,보은,Nov-16,5.3,12.4,33.5,146.5,
226,보은,Dec-16,0.7,7,43.6,126.8,
226,보은,Jan-17,-2.5,4.3,16.4,164.9,
226,보은,Feb-17,-0.4,6.3,47,194.9,
226,보은,Mar-17,5,12.7,16.9,224.2,
226,보은,Apr-17,12.8,20.7,61,240.7,
226,보은,May-17,17.6,25.9,28,268.2,
226,보은,Jun-17,21.7,28.8,87.6,241.3,
226,보은,Jul-17,25.5,30.3,572,111.2,
226,보은,Aug-17,24.5,29.6,315.8,169.8,
226,보은,Sep-17,18.9,25.8,108.6,196.2,
226,보은,Oct-17,13.4,20.5,28.5,155.5,
226,보은,Nov-17,4.3,11.9,13.4,166.3,
226,보은,Dec-17,-2.3,3.7,27.6,152.4,
226,보은,Jan-18,-4.3,1.5,25,156.6,
226,보은,Feb-18,-2.4,4.9,28.5,188.3,
226,보은,Mar-18,7.1,14.7,93.5,187,
226,보은,Apr-18,12.5,20,139.2,216.4,
226,보은,May-18,17.6,24.1,103.9,200.1,
226,보은,Jun-18,21.9,28.6,75.3,206.1,
226,보은,Jul-18,26.3,32.2,224.9,232.2,
226,보은,Aug-18,26.9,32.9,386,196.2,
226,보은,Sep-18,19.2,25.1,134.7,171.9,
226,보은,Oct-18,10.7,18.6,108.3,187.2,
226,보은,Nov-18,5.7,14.2,52.2,152.2,
226,보은,Dec-18,-1.5,5.1,38,163.3,
226,보은,Jan-19,-2.2,5.2,0.9,179.9,
226,보은,Feb-19,0.5,7.4,39.8,172.7,
226,보은,Mar-19,6,13.8,29,188.9,
226,보은,Apr-19,11.2,18.5,100.8,178.4,
226,보은,May-19,17.7,26.2,42.8,284.3,
226,보은,Jun-19,21,27.5,73.9,203.2,
226,보은,Jul-19,24.5,29.5,226.1,140.1,
226,보은,Aug-19,25.5,31.4,132.7,193.1,
226,보은,Sep-19,20.9,26.5,186.2,119.5,
226,보은,Oct-19,13.9,21.3,100.6,168.1,
226,보은,Nov-19,6.6,14.6,86.2,157.4,
226,보은,Dec-19,0.3,6.6,27.2,141.2,
226,보은,Jan-20,1,6.7,71.8,123.1,
226,보은,Feb-20,1.8,8.2,80.8,173.5,
226,보은,Mar-20,6.4,14.1,23.6,223.2,
226,보은,Apr-20,9.5,17.4,35.9,261.3,
226,보은,May-20,17.3,23.3,89.1,214,
226,보은,Jun-20,22.5,28.1,171.2,189.2,
226,보은,Jul-20,22.3,26,500.8,87,
226,보은,Aug-20,25.4,30.1,587.8,120.7,
226,보은,Sep-20,18.7,24.5,162.2,152.1,
226,보은,Oct-20,11.3,19.3,3,197.9,
226,보은,Nov-20,6.5,13.2,37,158.6,
226,보은,Dec-20,-2,4.8,5.6,159.3,
226,보은,Jan-21,-3.1,3.4,19.8,152.1,
226,보은,Feb-21,1.8,8.8,14.1,185.1,
226,보은,Mar-21,7.7,14.5,93,188.3,
226,보은,Apr-21,12.7,19.4,52.5,208,
226,보은,May-21,15.7,21.9,154.5,186.9,
226,보은,Jun-21,21.3,27.1,76.8,194.8,
226,보은,Jul-21,25.4,30.8,163.9,220.8,
226,보은,Aug-21,23.8,28.6,275.8,122.3,
226,보은,Sep-21,20.2,25.4,162.2,135.6,
226,보은,Oct-21,13.1,20.6,33.8,174.5,
226,보은,Nov-21,6.3,13.8,44.9,142.8,
226,보은,Dec-21,-0.1,6.4,6.4,156.5,
226,보은,Jan-22,-2.8,3.8,4.3,211.3,
226,보은,Feb-22,-1.7,4.7,4.3,205.8,
226,보은,Mar-22,6.6,13.2,98.2,170.2,
226,보은,Apr-22,12.9,20.6,61.1,243.4,
226,보은,May-22,17.2,24.5,5.6,299.7,
226,보은,Jun-22,22.2,27.3,98.3,173.2,
226,보은,Jul-22,25.2,29.6,160.5,155.2,
226,보은,Aug-22,24.3,28,391.9,112.8,
226,보은,Sep-22,19.8,25.7,71.7,175.3,
226,보은,Oct-22,12.4,19.2,89.7,198,
226,보은,Nov-22,7.4,15.4,39.9,181.5,
226,보은,Dec-22,-3.9,2.2,18,158.2,
226,보은,Jan-23,-2.5,4,27.3,191,
226,보은,Feb-23,1.1,7.7,5.3,177.7,
226,보은,Mar-23,8.3,16.6,25,241.1,
226,보은,Apr-23,12.4,18.8,51.9,195.2,
226,보은,May-23,17.4,23.8,146.4,214.8,
226,보은,Jun-23,22.1,27.6,169.3,219.7,
226,보은,Jul-23,24.8,29.3,796.9,140.4,
226,보은,Aug-23,25.8,30.5,242.9,195,
226,보은,Sep-23,21.4,26.3,243.2,149.3,
226,보은,Oct-23,12.9,20.4,14.5,210.2,
226,보은,Nov-23,6.2,12.5,39.6,175.4,
226,보은,Dec-23,1,6.4,108.1,108.3,
226,보은,Jan-24,-0.5,4.5,34.1,144.7,
226,보은,Feb-24,3.3,8.1,79.6,96.8,
226,보은,Mar-24,6.1,12.3,50.7,189.4,
226,보은,Apr-24,14.9,21.5,45.8,199.9,
226,보은,May-24,17,23.7,128.4,276.9,
226,보은,Jun-24,22.1,28.6,70.1,252,
226,보은,Jul-24,25.6,29.5,513.8,125.9,
226,보은,Aug-24,27,32.2,47.6,120.8,
226,보은,Sep-24,23.8,29.4,148.1,183.2,
226,보은,Oct-24,14.5,20.1,99.4,136,
226,보은,Nov-24,8.1,14.8,29.6,177.6,
226,보은,Dec-24,0.1,5.5,5.6,170.9,
232,천안,Jan-15,-0.8,4,12.7,108.9,
232,천안,Feb-15,1.1,6.1,21.5,149.7,
232,천안,Mar-15,5.7,13.1,23.3,258.1,
232,천안,Apr-15,12.7,18.9,87.6,176.4,
232,천안,May-15,18.4,25.2,27.5,276.7,
232,천안,Jun-15,22.6,28.5,86,202.6,
232,천안,Jul-15,24.9,29.2,136.8,137.7,
232,천안,Aug-15,25.3,30.8,64.2,190.6,
232,천안,Sep-15,20.5,27.2,29,213.9,
232,천안,Oct-15,14.5,21.5,69,219.1,
232,천안,Nov-15,9.3,13.5,128.6,69.5,
232,천안,Dec-15,2.3,7,41.8,121.5,
232,천안,Jan-16,-2.3,2.5,8,151,
232,천안,Feb-16,0.7,5.9,43.6,174.5,
232,천안,Mar-16,6.4,13.5,16.5,227.2,
232,천안,Apr-16,13.6,21.1,118.3,201.9,
232,천안,May-16,18.2,25.4,107.2,258.4,
232,천안,Jun-16,22.3,28,36.2,210.8,
232,천안,Jul-16,25,29.6,364.3,162.4,
232,천안,Aug-16,26,31.7,82,233.1,
232,천안,Sep-16,21,26.4,55,156.3,
232,천안,Oct-16,14.5,20,95.9,136.3,
232,천안,Nov-16,5.9,12.3,33.5,166.6,
232,천안,Dec-16,1.1,6.7,44.3,145.3,
232,천안,Jan-17,-1.9,3.9,13.9,182.2,
232,천안,Feb-17,-0.1,5.8,32.2,201.7,
232,천안,Mar-17,5.6,12.5,6.5,234.4,
232,천안,Apr-17,13.1,20.3,42.9,242.9,
232,천안,May-17,17.7,25.1,14.3,275.6,
232,천안,Jun-17,21.5,28.3,15.6,251.9,
232,천안,Jul-17,25.5,29.8,788.1,119.6,
232,천안,Aug-17,24.4,28.9,291.5,176.8,
232,천안,Sep-17,19.4,25.7,43.3,219.1,
232,천안,Oct-17,13.6,20.3,14.1,193.6,
232,천안,Nov-17,4.7,11,23.8,192.2,
232,천안,Dec-17,-1.8,3.8,18.8,183.1,
232,천안,Jan-18,-4.2,1,14,166.2,
232,천안,Feb-18,-2,4.2,31.6,187.2,
232,천안,Mar-18,7.4,14.4,62.2,192.5,
232,천안,Apr-18,12.4,19.5,117,209.2,
232,천안,May-18,17.5,23.6,82.7,207.3,
232,천안,Jun-18,21.9,28.1,88.9,219.3,
232,천안,Jul-18,26.3,31.6,185.8,252.7,
232,천안,Aug-18,27.2,32.5,282.7,215.8,
232,천안,Sep-18,19.3,24.8,124.6,194.7,
232,천안,Oct-18,11.1,18,99.8,203.5,
232,천안,Nov-18,6.2,13.3,48.3,164.1,
232,천안,Dec-18,-1.2,4.6,25.8,183.9,
232,천안,Jan-19,-1.8,4.5,0.6,204.6,
232,천안,Feb-19,0.4,6.5,25.5,174,
232,천안,Mar-19,6.2,13.3,26.9,161.1,
232,천안,Apr-19,10.7,17.5,43.9,181.8,
232,천안,May-19,17.2,25,15.1,278.3,
232,천안,Jun-19,20.4,26.4,84.9,212.2,
232,천안,Jul-19,24.3,28.6,234.7,167,
232,천안,Aug-19,24.9,30.3,90.7,224,
232,천안,Sep-19,20.3,25.4,102.8,140,
232,천안,Oct-19,14,20.2,81.9,192,
232,천안,Nov-19,6.9,13.8,120.6,168.3,
232,천안,Dec-19,0.7,6.2,18,153.3,
232,천안,Jan-20,1.3,6.7,59.7,146.4,
232,천안,Feb-20,1.9,7.9,63.1,168,
232,천안,Mar-20,6.8,13.9,21.7,233.8,
232,천안,Apr-20,10.2,17.3,15.1,285.7,
232,천안,May-20,17.4,23.5,86.4,207.4,
232,천안,Jun-20,22.6,28.1,121.9,196.3,
232,천안,Jul-20,22.8,26.6,356.4,101.1,
232,천안,Aug-20,26,30.1,481.7,119.8,
232,천안,Sep-20,19.6,24.9,167.2,165.2,
232,천안,Oct-20,12.2,19.2,18.9,214.2,
232,천안,Nov-20,7,13,45.9,170.4,
232,천안,Dec-20,-1.1,4.7,5.5,177,
232,천안,Jan-21,-2.8,3.3,17.8,179.1,
232,천안,Feb-21,2.1,8.7,9.2,189.2,
232,천안,Mar-21,8,14.9,75.3,202.5,
232,천안,Apr-21,13,19.5,54.7,211.9,
232,천안,May-21,15.9,21.7,135.9,190.7,
232,천안,Jun-21,21.8,27.3,44.8,187.5,
232,천안,Jul-21,26.2,31.2,117.6,215.9,
232,천안,Aug-21,24.3,28.8,230,130.9,
232,천안,Sep-21,20.9,25.9,250.8,162.8,
232,천안,Oct-21,14,20.5,49.5,182.2,
232,천안,Nov-21,6.9,13.8,67.9,156.6,
232,천안,Dec-21,0.2,6.1,5.4,168,
232,천안,Jan-22,-2.7,3.6,3.3,215.1,
232,천안,Feb-22,-1.4,4.7,3.3,202.9,
232,천안,Mar-22,6.9,13.4,57.6,170.3,
232,천안,Apr-22,13.1,20.9,51.6,250.5,
232,천안,May-22,17.4,24.8,9.8,310.3,
232,천안,Jun-22,22.5,27.7,168,162,
232,천안,Jul-22,25.8,30.3,117,163.8,
232,천안,Aug-22,24.7,28.5,366.6,113.2,
232,천안,Sep-22,20.6,26.7,133.3,188.1,
232,천안,Oct-22,12.9,19.4,98.2,196.7,
232,천안,Nov-22,8,15.6,43.2,181.3,
232,천안,Dec-22,-3.9,2,28.8,166.4,
232,천안,Jan-23,-2.2,3.8,31,197.1,
232,천안,Feb-23,1.2,7.7,3.1,185.1,
232,천안,Mar-23,8.6,16.8,16.4,251.4,
232,천안,Apr-23,12.9,19.8,29.6,192.2,
232,천안,May-23,18,24.5,116.9,230.3,
232,천안,Jun-23,22.6,27.9,178.9,218,
232,천안,Jul-23,25.4,29.6,574.9,149.9,
232,천안,Aug-23,26.2,31.1,196.5,190.2,
232,천안,Sep-23,22.2,26.9,180.1,159.1,
232,천안,Oct-23,13.7,20.6,28.7,202.4,
232,천안,Nov-23,6.7,12.5,56.9,100.4,
232,천안,Dec-23,1.2,6.2,89.5,58,
232,천안,Jan-24,-0.7,3.9,34.9,139.5,
232,천안,Feb-24,3.4,8.4,89.7,96.9,
232,천안,Mar-24,6.4,12.6,41.3,204.6,
232,천안,Apr-24,15.2,22,48.2,203.4,
232,천안,May-24,17.2,23.9,107.7,258.1,
232,천안,Jun-24,22.7,29.1,106.4,273.7,
232,천안,Jul-24,25.9,29.7,509.9,116.2,
232,천안,Aug-24,27.6,32.6,66.4,237.6,
232,천안,Sep-24,24.4,29.5,318,169.7,
232,천안,Oct-24,14.9,20.6,99.7,146.4,
232,천안,Nov-24,8.5,15,39.5,174.1,
232,천안,Dec-24,0.3,5.3,15.2,175.2,
235,보령,Jan-15,0.8,5.2,29.9,178.4,
235,보령,Feb-15,2,6.6,23.4,160.4,
235,보령,Mar-15,5.5,11.3,30.9,258.5,
235,보령,Apr-15,12.3,17.3,129.7,195.3,
235,보령,May-15,16.5,22.3,38.8,271.6,
235,보령,Jun-15,21.3,26.1,83.9,208.9,
235,보령,Jul-15,24.1,27.6,94.7,149.1,
235,보령,Aug-15,25.3,29.5,30.2,203.3,
235,보령,Sep-15,21.4,26.7,13.3,223.1,
235,보령,Oct-15,15.6,21.1,90,227.7,
235,보령,Nov-15,10.7,14.3,155.6,79.5,
235,보령,Dec-15,4.1,8.2,65,142.8,
235,보령,Jan-16,-0.3,3.2,7.8,131.4,
235,보령,Feb-16,1.9,6.5,54.2,171.1,
235,보령,Mar-16,6.3,11.7,18.7,232.1,
235,보령,Apr-16,12.5,18.4,105.1,193.3,
235,보령,May-16,17.8,23.6,146.5,261.9,
235,보령,Jun-16,21.7,26.1,23.7,204.3,
235,보령,Jul-16,25.6,29.2,200.2,176.2,
235,보령,Aug-16,26.7,31.3,5.1,245.7,
235,보령,Sep-16,22.2,26.7,73.4,169,
235,보령,Oct-16,16.3,20.9,108,138.3,
235,보령,Nov-16,8.6,13.2,5.6,167.2,
235,보령,Dec-16,3.7,8.2,44.5,154.7,
235,보령,Jan-17,0.4,4.8,14.8,157.8,
235,보령,Feb-17,1,5.9,30.2,190,
235,보령,Mar-17,5.3,11.1,14.4,244.5,
235,보령,Apr-17,12.2,17.5,57.6,244.3,
235,보령,May-17,17.2,22.8,58.9,271.1,
235,보령,Jun-17,20.9,25.7,21.1,243.9,
235,보령,Jul-17,26,29,278.1,106.9,
235,보령,Aug-17,25.6,29.4,210,184.6,
235,보령,Sep-17,20.9,25.7,90,226.6,
235,보령,Oct-17,15.5,20.8,26.6,190.5,
235,보령,Nov-17,7.2,12,15.9,185.9,
235,보령,Dec-17,0.8,4.9,38.6,167.1,
235,보령,Jan-18,-1.9,2.3,15,169,
235,보령,Feb-18,-0.5,4.4,33.6,189,
235,보령,Mar-18,7.3,12.1,92,185.8,
235,보령,Apr-18,12.1,17.2,128.1,207.1,
235,보령,May-18,17.2,21.8,104.5,190.9,
235,보령,Jun-18,21.4,26.1,71,194.5,
235,보령,Jul-18,26.7,30.8,262.7,223.6,
235,보령,Aug-18,27.6,31.9,239.6,178.8,
235,보령,Sep-18,21.2,25.6,158.2,177.7,
235,보령,Oct-18,13.7,19,154.7,220.4,
235,보령,Nov-18,8.8,14.3,46.7,175.5,
235,보령,Dec-18,1.8,6,31.1,177.6,
235,보령,Jan-19,0.3,5.2,1.9,191.9,
235,보령,Feb-19,1.5,6.7,17.8,167.3,
235,보령,Mar-19,6.2,11.7,18.2,213.4,
235,보령,Apr-19,11,16.4,71.9,180.5,
235,보령,May-19,16.8,22.7,31.3,249.5,
235,보령,Jun-19,20.4,25.1,56,141.6,
235,보령,Jul-19,24.6,28.4,149,105.6,
235,보령,Aug-19,26.4,30.7,131.3,118.9,
235,보령,Sep-19,22.1,26.6,118.7,98,
235,보령,Oct-19,16.3,21.5,63.9,184,
235,보령,Nov-19,9.3,14.7,130.6,175,
235,보령,Dec-19,3.7,8,31.3,151.8,
235,보령,Jan-20,3,7.4,49.4,141.1,
235,보령,Feb-20,3.4,8.3,75.3,182.2,
235,보령,Mar-20,6.9,12,22.8,242.5,
235,보령,Apr-20,9.5,15,16.5,273,
235,보령,May-20,16.9,21.7,92.4,166.5,
235,보령,Jun-20,21.6,25.9,139.7,131.9,
235,보령,Jul-20,22.9,26.5,345.9,84.1,
235,보령,Aug-20,26.6,29.9,321.5,76.3,
235,보령,Sep-20,21,25.2,177.1,160.4,
235,보령,Oct-20,14.4,19.9,16.2,174.3,
235,보령,Nov-20,9.2,14.1,35.4,162.4,
235,보령,Dec-20,1.6,6.2,9.7,167.8,
235,보령,Jan-21,-0.2,4.3,32,166.2,
235,보령,Feb-21,3.5,8.1,18.7,178.6,
235,보령,Mar-21,7.8,13.3,76.1,209.9,
235,보령,Apr-21,12.9,18.2,43.4,197.6,
235,보령,May-21,16.2,21.2,110,185.3,
235,보령,Jun-21,21.7,25.9,55,205.8,
235,보령,Jul-21,26.5,30.6,131.3,214.8,
235,보령,Aug-21,25.5,29.4,253.7,153.5,
235,보령,Sep-21,22.5,26.7,215.9,175.1,
235,보령,Oct-21,16.1,21.4,39.6,205,
235,보령,Nov-21,9.8,14.9,117.8,170.6,
235,보령,Dec-21,3.1,8,14.4,149.4,
235,보령,Jan-22,-0.6,4.3,8.4,190.9,
235,보령,Feb-22,0.1,5.2,5.3,207.4,
235,보령,Mar-22,6.9,12.2,60.9,171.1,
235,보령,Apr-22,12.6,18.3,34.8,235.5,
235,보령,May-22,17,22.5,5.7,295.2,
235,보령,Jun-22,22.4,26.3,225,159.8,
235,보령,Jul-22,26.2,30,119.7,187.4,
235,보령,Aug-22,25.4,28.6,637.1,82.1,
235,보령,Sep-22,21.9,26.8,102,153.8,
235,보령,Oct-22,14.5,19.8,112,145.2,
235,보령,Nov-22,10.6,16.4,23.3,192,
235,보령,Dec-22,-0.3,4.2,14,152.5,
235,보령,Jan-23,0.2,5.1,19.2,190.4,
235,보령,Feb-23,2.1,7.7,0.4,186,
235,보령,Mar-23,8.3,14.8,7.2,242.7,
235,보령,Apr-23,12.7,18.3,42.4,187.8,
235,보령,May-23,17.9,23.1,190.8,211.1,
235,보령,Jun-23,21.8,26.4,95.1,220.3,
235,보령,Jul-23,25.7,29.1,772.2,146.6,
235,보령,Aug-23,26.8,31.1,107.8,224.2,
235,보령,Sep-23,23.1,27.4,288.4,169.6,
235,보령,Oct-23,15.9,21.2,25.5,228.7,
235,보령,Nov-23,8.9,13.3,65.2,144.3,
235,보령,Dec-23,3.6,7.4,112.5,103.6,
235,보령,Jan-24,1.4,5.8,29.5,146.7,
235,보령,Feb-24,4.6,8.6,92.6,107.6,
235,보령,Mar-24,6.6,12.2,35.8,167.8,390.15
235,보령,Apr-24,14.3,20.2,48.8,193.7,515.68
235,보령,May-24,16.9,22.4,130.9,259.3,685.37
235,보령,Jun-24,22.2,27.7,89,251.1,675.72
235,보령,Jul-24,26.5,29.6,557.3,127.8,469.05
235,보령,Aug-24,28.6,33.2,149.7,251.1,632.79
235,보령,Sep-24,26.1,31.1,234.9,202.1,491.71
235,보령,Oct-24,17,22.3,58.3,152.3,337.34
235,보령,Nov-24,10.5,16.7,49,171.7,295.69
235,보령,Dec-24,2.9,7.3,18.5,131.9,226.64
236,부여,Jan-15,-0.6,4.9,35.4,153.3,
236,부여,Feb-15,1.2,6.8,35.6,156.5,
236,부여,Mar-15,5.7,13.6,42.4,246,
236,부여,Apr-15,12.3,18.8,99.5,166.4,
236,부여,May-15,17.8,25.3,53.5,256.8,
236,부여,Jun-15,21.9,28.1,92.7,178.4,
236,부여,Jul-15,24.5,29,119.9,136.6,
236,부여,Aug-15,25.4,30.8,56.9,189.5,
236,부여,Sep-15,20.6,27.3,22,201.1,
236,부여,Oct-15,14,21.9,104,207.1,
236,부여,Nov-15,9.6,14.1,130,61.6,
236,부여,Dec-15,2.8,7.9,56.9,128.4,
236,부여,Jan-16,-1.5,3.5,6.6,137.9,
236,부여,Feb-16,0.9,6.7,59.6,168.8,
236,부여,Mar-16,6.2,13.8,19,219.9,
236,부여,Apr-16,13.5,21.4,164.6,196.1,
236,부여,May-16,18.6,26,121.6,254.6,
236,부여,Jun-16,22.6,28.2,49.4,168,
236,부여,Jul-16,26,30.9,341.1,158.1,
236,부여,Aug-16,27.1,33,33.4,219.1,
236,부여,Sep-16,21.9,27.3,133.7,132.3,
236,부여,Oct-16,15.4,21.3,120.1,124.7,
236,부여,Nov-16,6.9,13,17.1,157.8,
236,부여,Dec-16,2.1,8.1,63.1,145.2,
236,부여,Jan-17,-1.1,5.1,16,156.3,
236,부여,Feb-17,0.5,7,28.5,198.3,
236,부여,Mar-17,5.5,13.1,8.8,236.7,
236,부여,Apr-17,12.9,20.5,78.4,241.4,
236,부여,May-17,18.1,25.7,35.8,267.9,
236,부여,Jun-17,21.9,28.6,51.4,238.1,
236,부여,Jul-17,26.5,30.7,326.7,99.6,
236,부여,Aug-17,25.5,30.6,358.5,167.7,
236,부여,Sep-17,20.4,26.9,97.1,201.4,
236,부여,Oct-17,15,21.6,51.9,176,
236,부여,Nov-17,5.6,12.5,22.8,173.3,
236,부여,Dec-17,-0.7,4.7,36.1,157.2,
236,부여,Jan-18,-2.9,2.9,25,170.4,
236,부여,Feb-18,-0.9,5.7,43.1,184.9,
236,부여,Mar-18,7.8,14.7,99.3,183.1,
236,부여,Apr-18,12.6,19.7,156.5,216.6,
236,부여,May-18,18.2,24.4,116.1,201.8,
236,부여,Jun-18,22.5,28.9,107.1,206.8,
236,부여,Jul-18,27.4,32.6,278.8,249.3,
236,부여,Aug-18,27.9,33.6,277,205.5,
236,부여,Sep-18,20.4,26.2,98.3,183.1,
236,부여,Oct-18,12,19.6,159.2,202.8,
236,부여,Nov-18,6.9,14.6,66,162.9,
236,부여,Dec-18,0.1,6,31.5,176.8,
236,부여,Jan-19,-1.3,5.9,0.5,192.8,
236,부여,Feb-19,1.1,7.8,37.6,168.1,
236,부여,Mar-19,6.2,13.7,35,195.2,
236,부여,Apr-19,11.5,18.6,73.7,180,
236,부여,May-19,17.9,26.2,44.3,286.8,
236,부여,Jun-19,21.5,27.5,59.9,185.6,
236,부여,Jul-19,25.1,29.8,216.7,141.1,
236,부여,Aug-19,26.3,31.9,102.1,198.6,
236,부여,Sep-19,21.7,27.1,191.9,127.1,
236,부여,Oct-19,15.3,21.9,85.6,184.2,
236,부여,Nov-19,7.7,15.2,113.5,161.1,
236,부여,Dec-19,2,8,31.2,152,
236,부여,Jan-20,2.1,8,79.6,138.3,
236,부여,Feb-20,2.7,9.2,92.4,173.3,
236,부여,Mar-20,7.2,14.4,19.3,233.9,
236,부여,Apr-20,9.9,18,17.7,278,
236,부여,May-20,17.8,24,108.5,194.4,
236,부여,Jun-20,22.9,28.4,188.4,177.4,
236,부여,Jul-20,23.3,27.1,492.6,74.9,
236,부여,Aug-20,26.8,31,367.8,124.7,
236,부여,Sep-20,20.5,25.8,208.9,161.9,
236,부여,Oct-20,13.1,20.6,4.4,202.2,
236,부여,Nov-20,7.7,14.3,41.8,161.1,
236,부여,Dec-20,-0.2,6.1,3.4,161.2,
236,부여,Jan-21,-1.9,4.3,32.1,172.2,
236,부여,Feb-21,2.9,9.6,18.1,186.4,
236,부여,Mar-21,8.5,15.8,95.7,196,
236,부여,Apr-21,13.5,20.4,42.3,209.1,
236,부여,May-21,16.6,23,136.9,178.4,
236,부여,Jun-21,22.3,27.9,76.9,191.2,
236,부여,Jul-21,26.6,31.9,187.7,199.3,
236,부여,Aug-21,25.2,29.8,227.6,143.2,
236,부여,Sep-21,21.8,26.9,187.1,153.8,
236,부여,Oct-21,14.7,21.8,36.9,177.7,
236,부여,Nov-21,7.7,14.7,73.4,139.7,
236,부여,Dec-21,1.2,7.7,8.7,166.2,
236,부여,Jan-22,-1.5,5,3.5,204.7,
236,부여,Feb-22,-0.5,6.1,2.5,204.6,
236,부여,Mar-22,7.1,14,76.1,171.7,
236,부여,Apr-22,13.3,21.3,62.6,249.1,
236,부여,May-22,17.7,25.2,4,308.6,
236,부여,Jun-22,23.1,28.3,123.4,163.5,
236,부여,Jul-22,26.4,31,168.5,170.2,
236,부여,Aug-22,25.4,29.3,615.6,126.4,
236,부여,Sep-22,21.5,27.6,87,183.2,
236,부여,Oct-22,13.7,20.6,103.7,210.8,
236,부여,Nov-22,9,16.8,36.4,181.7,
236,부여,Dec-22,-1.9,3.8,17.8,159.9,
236,부여,Jan-23,-1.1,5.3,35.7,192.6,
236,부여,Feb-23,1.8,9.1,4.3,182.8,
236,부여,Mar-23,8.7,17.6,13.2,241.4,
236,부여,Apr-23,13.2,20.1,60.6,191.3,
236,부여,May-23,18.4,25,248.1,206.7,
236,부여,Jun-23,23,28.9,122.2,217.7,
