지점,지점명,일시,일강수량(mm)
90,속초,2024-09-06,6
90,속초,2024-09-07,.2
90,속초,2024-09-08,1.4
90,속초,2024-09-11,.6
90,속초,2024-09-12,5.9
90,속초,2024-09-13,10.7
90,속초,2024-09-14,18.4
90,속초,2024-09-15,39.5
90,속초,2024-09-16,.4
90,속초,2024-09-17,0
90,속초,2024-09-18,70.4
90,속초,2024-09-19,.6
90,속초,2024-09-20,128.2
90,속초,2024-09-21,89.2
90,속초,2024-09-22,53
90,속초,2024-09-26,3.8
90,속초,2024-09-27,6.6
90,속초,2024-10-03,1.4
90,속초,2024-10-08,32.1
90,속초,2024-10-09,0
90,속초,2024-10-10,.2
90,속초,2024-10-14,0
90,속초,2024-10-16,.8
90,속초,2024-10-18,44.7
90,속초,2024-10-19,21.7
90,속초,2024-10-21,.1
90,속초,2024-10-22,32.5
90,속초,2024-10-28,9.7
90,속초,2024-11-02,.4
90,속초,2024-11-05,9.7
90,속초,2024-11-11,.2
90,속초,2024-11-12,0
90,속초,2024-11-13,0
90,속초,2024-11-14,.5
90,속초,2024-11-16,0
90,속초,2024-11-23,.3
90,속초,2024-11-26,6
90,속초,2024-11-27,.5
90,속초,2024-12-11,3.1
90,속초,2024-12-21,.1
93,북춘천,2018-01-08,1.1
93,북춘천,2018-01-09,0
93,북춘천,2018-01-15,0
93,북춘천,2018-01-22,3.7
93,북춘천,2018-01-30,1.2
93,북춘천,2018-01-31,.5
93,북춘천,2018-02-03,0
93,북춘천,2018-02-14,0
93,북춘천,2018-02-22,.1
93,북춘천,2018-02-23,4.4
93,북춘천,2018-02-28,28.5
93,북춘천,2018-03-01,1
93,북춘천,2018-03-04,11
93,북춘천,2018-03-05,4
93,북춘천,2018-03-07,.5
93,북춘천,2018-03-08,5
93,북춘천,2018-03-15,5
93,북춘천,2018-03-18,1.5
93,북춘천,2018-03-19,4
93,북춘천,2018-04-04,18.5
93,북춘천,2018-04-05,8.5
93,북춘천,2018-04-06,7.5
93,북춘천,2018-04-07,0
93,북춘천,2018-04-08,5.7
93,북춘천,2018-04-10,9.5
93,북춘천,2018-04-14,13
93,북춘천,2018-04-22,6
93,북춘천,2018-04-23,46.5
93,북춘천,2018-04-24,2
93,북춘천,2018-05-02,18
93,북춘천,2018-05-03,2.5
93,북춘천,2018-05-06,13.5
93,북춘천,2018-05-12,23.5
93,북춘천,2018-05-13,1
93,북춘천,2018-05-16,19
93,북춘천,2018-05-17,97
93,북춘천,2018-05-18,14
93,북춘천,2018-05-22,5.5
93,북춘천,2018-05-23,6.5
93,북춘천,2018-05-29,0
93,북춘천,2018-05-30,0
93,북춘천,2018-06-09,0
93,북춘천,2018-06-10,.1
93,북춘천,2018-06-12,2
93,북춘천,2018-06-13,0
93,북춘천,2018-06-14,1
93,북춘천,2018-06-15,.1
93,북춘천,2018-06-26,57.5
93,북춘천,2018-06-27,.2
93,북춘천,2018-06-28,27.5
93,북춘천,2018-06-29,.2
93,북춘천,2018-07-01,48
93,북춘천,2018-07-02,76.5
93,북춘천,2018-07-03,.5
93,북춘천,2018-07-04,.2
93,북춘천,2018-07-05,10
93,북춘천,2018-07-06,2
93,북춘천,2018-07-09,10.5
93,북춘천,2018-07-10,13
93,북춘천,2018-07-11,29
93,북춘천,2018-08-06,3
93,북춘천,2018-08-08,.2
93,북춘천,2018-08-09,2
93,북춘천,2018-08-13,5
93,북춘천,2018-08-15,45.5
93,북춘천,2018-08-21,.4
93,북춘천,2018-08-23,.5
93,북춘천,2018-08-24,32.5
93,북춘천,2018-08-26,0
93,북춘천,2018-08-27,19
93,북춘천,2018-08-28,54
93,북춘천,2018-08-29,189.5
93,북춘천,2018-08-30,2.5
93,북춘천,2018-08-31,.5
93,북춘천,2018-09-03,28
93,북춘천,2018-09-06,2.5
93,북춘천,2018-09-07,1
93,북춘천,2018-09-14,.1
93,북춘천,2018-09-15,0
93,북춘천,2018-09-16,.4
93,북춘천,2018-09-19,1
93,북춘천,2018-09-20,12
93,북춘천,2018-09-21,17.5
93,북춘천,2018-09-23,.5
93,북춘천,2018-10-05,17.5
93,북춘천,2018-10-06,59.5
93,북춘천,2018-10-10,5.5
93,북춘천,2018-10-23,5.5
93,북춘천,2018-10-26,5
93,북춘천,2018-10-28,9.5
93,북춘천,2018-10-29,.1
93,북춘천,2018-11-07,6.5
93,북춘천,2018-11-08,44.5
93,북춘천,2018-11-09,1.5
93,북춘천,2018-11-21,0
93,북춘천,2018-11-24,4.4
93,북춘천,2018-12-03,8
93,북춘천,2018-12-04,7
93,북춘천,2018-12-06,.1
93,북춘천,2018-12-11,1.3
93,북춘천,2018-12-13,.9
93,북춘천,2018-12-16,0
93,북춘천,2018-12-17,0
93,북춘천,2018-12-18,0
93,북춘천,2019-01-15,0
93,북춘천,2019-01-16,0
93,북춘천,2019-01-17,0
93,북춘천,2019-01-21,0
93,북춘천,2019-01-28,.2
93,북춘천,2019-02-03,17.2
93,북춘천,2019-02-07,2.5
93,북춘천,2019-02-15,2.1
93,북춘천,2019-02-19,5.7
93,북춘천,2019-02-20,0
93,북춘천,2019-03-07,0
93,북춘천,2019-03-12,.3
93,북춘천,2019-03-14,.2
93,북춘천,2019-03-15,2.1
93,북춘천,2019-03-20,15.5
93,북춘천,2019-03-21,7.5
93,북춘천,2019-03-23,1.6
93,북춘천,2019-03-27,0
93,북춘천,2019-03-29,0
93,북춘천,2019-03-30,3.4
93,북춘천,2019-03-31,.3
93,북춘천,2019-04-06,9.3
93,북춘천,2019-04-09,11.7
93,북춘천,2019-04-10,3.8
93,북춘천,2019-04-14,1.3
93,북춘천,2019-04-20,0
93,북춘천,2019-04-24,3.8
93,북춘천,2019-04-25,16.4
93,북춘천,2019-04-26,3.3
93,북춘천,2019-04-28,.1
93,북춘천,2019-05-19,16.1
93,북춘천,2019-05-20,1.4
93,북춘천,2019-05-27,13.9
93,북춘천,2019-06-06,3.8
93,북춘천,2019-06-07,25.2
93,북춘천,2019-06-09,2.2
93,북춘천,2019-06-10,1.9
93,북춘천,2019-06-15,15.8
93,북춘천,2019-06-18,18.3
93,북춘천,2019-06-19,.8
93,북춘천,2019-06-21,18.6
93,북춘천,2019-06-24,.3
93,북춘천,2019-06-26,0
93,북춘천,2019-06-27,.2
93,북춘천,2019-06-28,.7
93,북춘천,2019-06-29,.9
93,북춘천,2019-07-10,7.7
93,북춘천,2019-07-11,3.3
93,북춘천,2019-07-15,29
93,북춘천,2019-07-16,22.6
93,북춘천,2019-07-17,0
93,북춘천,2019-07-20,0
93,북춘천,2019-07-21,10.3
93,북춘천,2019-07-23,.2
93,북춘천,2019-07-24,.4
93,북춘천,2019-07-25,22.2
93,북춘천,2019-07-26,85.7
93,북춘천,2019-07-27,.4
93,북춘천,2019-07-28,25.6
93,북춘천,2019-07-29,0
93,북춘천,2019-07-30,.5
93,북춘천,2019-07-31,44.3
93,북춘천,2019-08-01,4.6
93,북춘천,2019-08-07,54.9
93,북춘천,2019-08-09,0
93,북춘천,2019-08-12,68.6
93,북춘천,2019-08-13,9
93,북춘천,2019-08-15,33.4
93,북춘천,2019-08-16,6.1
93,북춘천,2019-08-17,.7
93,북춘천,2019-08-21,.4
93,북춘천,2019-08-27,1.1
93,북춘천,2019-08-28,0
93,북춘천,2019-08-29,7.4
93,북춘천,2019-08-30,.4
93,북춘천,2019-09-03,4.9
93,북춘천,2019-09-04,18.5
93,북춘천,2019-09-05,54.4
93,북춘천,2019-09-06,.1
93,북춘천,2019-09-07,1.2
93,북춘천,2019-09-08,.1
93,북춘천,2019-09-09,.4
93,북춘천,2019-09-10,43.6
93,북춘천,2019-09-11,18.1
93,북춘천,2019-09-12,.1
93,북춘천,2019-09-13,0
93,북춘천,2019-09-14,0
93,북춘천,2019-09-22,6.5
93,북춘천,2019-10-02,17.8
93,북춘천,2019-10-03,14.7
93,북춘천,2019-10-05,4.8
93,북춘천,2019-10-07,8.9
93,북춘천,2019-10-25,0
93,북춘천,2019-10-28,2
93,북춘천,2019-10-29,.2
93,북춘천,2019-11-10,1.7
93,북춘천,2019-11-13,6.6
93,북춘천,2019-11-15,3.7
93,북춘천,2019-11-17,29.4
93,북춘천,2019-11-18,16
93,북춘천,2019-11-23,0
93,북춘천,2019-11-24,.4
93,북춘천,2019-11-25,0
93,북춘천,2019-11-28,0
93,북춘천,2019-12-01,1.7
93,북춘천,2019-12-03,.1
93,북춘천,2019-12-07,1.1
93,북춘천,2019-12-09,0
93,북춘천,2019-12-10,1
93,북춘천,2019-12-11,.4
93,북춘천,2019-12-13,0
93,북춘천,2019-12-14,1.1
93,북춘천,2019-12-17,2.4
93,북춘천,2019-12-22,0
93,북춘천,2019-12-23,2.7
93,북춘천,2019-12-30,0
93,북춘천,2020-01-01,.1
93,북춘천,2020-01-06,1
93,북춘천,2020-01-07,37.5
93,북춘천,2020-01-08,16.8
93,북춘천,2020-01-19,.5
93,북춘천,2020-01-30,0
93,북춘천,2020-02-02,0
93,북춘천,2020-02-03,0
93,북춘천,2020-02-04,.5
93,북춘천,2020-02-12,.2
93,북춘천,2020-02-15,.5
93,북춘천,2020-02-16,11.2
93,북춘천,2020-02-17,.1
93,북춘천,2020-02-21,.8
93,북춘천,2020-02-22,2
93,북춘천,2020-02-25,19.4
93,북춘천,2020-02-26,0
93,북춘천,2020-02-28,.6
93,북춘천,2020-03-01,1.2
93,북춘천,2020-03-02,1.3
93,북춘천,2020-03-04,0
93,북춘천,2020-03-10,7
93,북춘천,2020-03-15,0
93,북춘천,2020-03-17,2.2
93,북춘천,2020-03-19,.1
93,북춘천,2020-03-21,0
93,북춘천,2020-03-26,0
93,북춘천,2020-03-27,1.9
93,북춘천,2020-04-01,.5
93,북춘천,2020-04-12,1.2
93,북춘천,2020-04-17,10.2
93,북춘천,2020-04-18,.1
93,북춘천,2020-04-19,4.9
93,북춘천,2020-04-20,.1
93,북춘천,2020-04-22,0
93,북춘천,2020-05-08,6.4
93,북춘천,2020-05-09,40.5
93,북춘천,2020-05-10,0
93,북춘천,2020-05-11,0
93,북춘천,2020-05-12,1.3
93,북춘천,2020-05-15,10.5
93,북춘천,2020-05-16,1.2
93,북춘천,2020-05-18,26.4
93,북춘천,2020-05-19,16.5
93,북춘천,2020-05-22,0
93,북춘천,2020-05-23,.5
93,북춘천,2020-05-24,16.5
93,북춘천,2020-05-26,2.4
93,북춘천,2020-05-31,0
93,북춘천,2020-06-01,0
93,북춘천,2020-06-02,.3
93,북춘천,2020-06-10,1.4
93,북춘천,2020-06-11,.1
93,북춘천,2020-06-14,2.1
93,북춘천,2020-06-19,.1
93,북춘천,2020-06-24,45.1
93,북춘천,2020-06-25,9.6
93,북춘천,2020-06-26,.8
93,북춘천,2020-06-27,3
93,북춘천,2020-06-29,1
93,북춘천,2020-06-30,15.6
93,북춘천,2020-07-01,1
93,북춘천,2020-07-04,0
93,북춘천,2020-07-10,3.1
93,북춘천,2020-07-12,.3
93,북춘천,2020-07-13,16.9
93,북춘천,2020-07-14,30.7
93,북춘천,2020-07-15,.3
93,북춘천,2020-07-16,.1
93,북춘천,2020-07-17,.4
93,북춘천,2020-07-18,0
93,북춘천,2020-07-19,11
93,북춘천,2020-07-20,.7
93,북춘천,2020-07-22,17.9
93,북춘천,2020-07-23,60.9
93,북춘천,2020-07-24,13.3
93,북춘천,2020-07-25,.9
93,북춘천,2020-07-26,.1
93,북춘천,2020-07-27,7.8
93,북춘천,2020-07-28,.6
93,북춘천,2020-07-29,17.5
93,북춘천,2020-07-31,.1
93,북춘천,2020-08-01,24.1
93,북춘천,2020-08-02,55
93,북춘천,2020-08-03,188.5
93,북춘천,2020-08-04,146.9
93,북춘천,2020-08-05,64.7
93,북춘천,2020-08-06,85.7
93,북춘천,2020-08-07,.2
93,북춘천,2020-08-08,30.5
93,북춘천,2020-08-09,64.8
93,북춘천,2020-08-10,5.8
93,북춘천,2020-08-11,67.8
93,북춘천,2020-08-13,.4
93,북춘천,2020-08-14,.9
93,북춘천,2020-08-15,12.2
93,북춘천,2020-08-16,.7
93,북춘천,2020-08-21,1.7
93,북춘천,2020-08-22,8
93,북춘천,2020-08-23,0
93,북춘천,2020-08-26,.3
93,북춘천,2020-08-27,5.9
93,북춘천,2020-08-28,32.4
93,북춘천,2020-08-29,10.9
93,북춘천,2020-08-30,13.8
93,북춘천,2020-09-01,.1
93,북춘천,2020-09-02,25.8
93,북춘천,2020-09-03,43.1
93,북춘천,2020-09-06,14.8
93,북춘천,2020-09-07,24.9
93,북춘천,2020-09-08,2.8
93,북춘천,2020-09-09,13.6
93,북춘천,2020-09-10,.1
93,북춘천,2020-09-11,1.4
93,북춘천,2020-09-12,10.6
93,북춘천,2020-09-16,15.8
93,북춘천,2020-09-18,.1
93,북춘천,2020-10-02,.2
93,북춘천,2020-10-04,.1
93,북춘천,2020-10-22,0
93,북춘천,2020-11-01,1.8
93,북춘천,2020-11-17,0
93,북춘천,2020-11-18,7.6
93,북춘천,2020-11-19,62.8
93,북춘천,2020-11-21,.2
93,북춘천,2020-11-22,2.8
93,북춘천,2020-12-13,4.5
93,북춘천,2020-12-18,.1
93,북춘천,2020-12-22,.1
93,북춘천,2020-12-23,0
93,북춘천,2020-12-24,0
93,북춘천,2020-12-27,0
93,북춘천,2020-12-28,0
93,북춘천,2020-12-29,.1
93,북춘천,2021-01-04,.4
93,북춘천,2021-01-05,.6
93,북춘천,2021-01-06,1.3
93,북춘천,2021-01-07,.2
93,북춘천,2021-01-12,.9
93,북춘천,2021-01-13,0
93,북춘천,2021-01-15,.1
93,북춘천,2021-01-17,.2
93,북춘천,2021-01-18,3.3
93,북춘천,2021-01-21,2.9
93,북춘천,2021-01-22,.1
93,북춘천,2021-01-26,1.3
93,북춘천,2021-01-28,1.9
93,북춘천,2021-01-30,1.1
93,북춘천,2021-02-01,.7
93,북춘천,2021-02-03,2.6
93,북춘천,2021-02-04,1.9
93,북춘천,2021-02-14,.1
93,북춘천,2021-02-15,.3
93,북춘천,2021-02-17,0
93,북춘천,2021-03-01,66.2
93,북춘천,2021-03-02,.2
93,북춘천,2021-03-12,.5
93,북춘천,2021-03-15,0
93,북춘천,2021-03-16,0
93,북춘천,2021-03-20,2.9
93,북춘천,2021-03-21,0
93,북춘천,2021-03-27,18.3
93,북춘천,2021-03-28,11.9
93,북춘천,2021-03-29,.1
93,북춘천,2021-04-03,56.6
93,북춘천,2021-04-04,.3
93,북춘천,2021-04-12,23.3
93,북춘천,2021-04-13,8.8
93,북춘천,2021-04-16,0
93,북춘천,2021-04-17,.9
93,북춘천,2021-04-23,0
93,북춘천,2021-04-27,0
93,북춘천,2021-04-28,1.1
93,북춘천,2021-04-29,.1
93,북춘천,2021-04-30,19.1
93,북춘천,2021-05-01,6.9
93,북춘천,2021-05-02,0
93,북춘천,2021-05-04,15.4
93,북춘천,2021-05-05,2.2
93,북춘천,2021-05-07,4.6
93,북춘천,2021-05-15,7.5
93,북춘천,2021-05-16,67.4
93,북춘천,2021-05-17,1.2
93,북춘천,2021-05-20,2.5
93,북춘천,2021-05-21,1.9
93,북춘천,2021-05-25,13
93,북춘천,2021-05-26,0
93,북춘천,2021-05-27,5.7
93,북춘천,2021-05-28,20.5
93,북춘천,2021-05-29,1.5
93,북춘천,2021-05-30,4.8
93,북춘천,2021-05-31,4.2
93,북춘천,2021-06-01,2.7
93,북춘천,2021-06-03,23.6
93,북춘천,2021-06-04,.2
93,북춘천,2021-06-07,0
93,북춘천,2021-06-08,.2
93,북춘천,2021-06-10,.9
93,북춘천,2021-06-11,12.9
93,북춘천,2021-06-15,.3
93,북춘천,2021-06-17,0
93,북춘천,2021-06-18,.8
93,북춘천,2021-06-20,0
93,북춘천,2021-06-21,4.3
93,북춘천,2021-06-22,25.3
93,북춘천,2021-06-23,2.7
93,북춘천,2021-06-26,26.2
93,북춘천,2021-06-27,7.8
93,북춘천,2021-06-28,19.7
93,북춘천,2021-06-30,.5
93,북춘천,2021-07-03,33.4
93,북춘천,2021-07-04,36.5
93,북춘천,2021-07-07,0
93,북춘천,2021-07-08,58.7
93,북춘천,2021-07-10,21.9
93,북춘천,2021-07-11,0
93,북춘천,2021-07-15,22
93,북춘천,2021-07-17,2.2
93,북춘천,2021-07-18,0
93,북춘천,2021-07-19,20.4
93,북춘천,2021-07-26,0
93,북춘천,2021-07-31,6.9
93,북춘천,2021-08-01,31.2
93,북춘천,2021-08-02,1.8
93,북춘천,2021-08-03,0
93,북춘천,2021-08-06,.2
93,북춘천,2021-08-10,2.2
93,북춘천,2021-08-11,.1
93,북춘천,2021-08-18,.1
93,북춘천,2021-08-20,0
93,북춘천,2021-08-21,30.9
93,북춘천,2021-08-22,.8
93,북춘천,2021-08-23,2.6
93,북춘천,2021-08-24,16
93,북춘천,2021-08-25,0
93,북춘천,2021-08-26,3.3
93,북춘천,2021-08-27,.8
93,북춘천,2021-08-29,1.9
93,북춘천,2021-08-31,30.6
93,북춘천,2021-09-01,5.1
93,북춘천,2021-09-06,0
93,북춘천,2021-09-07,36.3
93,북춘천,2021-09-08,.8
93,북춘천,2021-09-21,37.5
93,북춘천,2021-09-22,11.4
93,북춘천,2021-09-23,0
93,북춘천,2021-09-27,0
93,북춘천,2021-09-28,.4
93,북춘천,2021-09-29,12.2
93,북춘천,2021-10-01,.3
93,북춘천,2021-10-02,0
93,북춘천,2021-10-03,0
93,북춘천,2021-10-04,29.7
93,북춘천,2021-10-05,3.8
93,북춘천,2021-10-06,1.9
93,북춘천,2021-10-07,3.6
93,북춘천,2021-10-08,1.9
93,북춘천,2021-10-09,0
93,북춘천,2021-10-10,14.6
93,북춘천,2021-10-11,2.5
93,북춘천,2021-10-15,2
93,북춘천,2021-10-16,.9
93,북춘천,2021-10-18,0
93,북춘천,2021-10-19,2
93,북춘천,2021-10-27,1.2
93,북춘천,2021-10-31,0
93,북춘천,2021-11-06,0
93,북춘천,2021-11-08,13.6
93,북춘천,2021-11-09,.1
93,북춘천,2021-11-10,0
93,북춘천,2021-11-14,0
93,북춘천,2021-11-18,0
93,북춘천,2021-11-21,1.8
93,북춘천,2021-11-22,7.2
93,북춘천,2021-11-24,0
93,북춘천,2021-11-30,27.1
93,북춘천,2021-12-02,0
93,북춘천,2021-12-03,.1
93,북춘천,2021-12-10,.1
93,북춘천,2021-12-14,.3
93,북춘천,2021-12-15,1.5
93,북춘천,2021-12-18,1.2
93,북춘천,2021-12-19,1.9
93,북춘천,2021-12-24,0
93,북춘천,2021-12-27,0
93,북춘천,2021-12-28,0
93,북춘천,2021-12-29,.1
93,북춘천,2022-01-02,0
93,북춘천,2022-01-03,0
93,북춘천,2022-01-04,0
93,북춘천,2022-01-08,0
93,북춘천,2022-01-10,0
93,북춘천,2022-01-11,.2
93,북춘천,2022-01-15,0
93,북춘천,2022-01-16,0
93,북춘천,2022-01-17,0
93,북춘천,2022-01-19,1.5
93,북춘천,2022-01-25,.1
93,북춘천,2022-01-31,.1
93,북춘천,2022-02-01,1.2
93,북춘천,2022-02-02,0
93,북춘천,2022-02-14,.5
93,북춘천,2022-02-15,0
93,북춘천,2022-02-21,0
93,북춘천,2022-02-26,4.6
93,북춘천,2022-03-01,.6
93,북춘천,2022-03-04,.3
93,북춘천,2022-03-12,3.8
93,북춘천,2022-03-13,28.4
93,북춘천,2022-03-14,5.9
93,북춘천,2022-03-17,0
93,북춘천,2022-03-18,0
93,북춘천,2022-03-19,8.3
93,북춘천,2022-03-20,.5
93,북춘천,2022-03-25,8.3
93,북춘천,2022-03-26,31.7
93,북춘천,2022-03-30,.5
93,북춘천,2022-04-12,.4
93,북춘천,2022-04-13,8.8
93,북춘천,2022-04-14,0
93,북춘천,2022-04-25,.2
93,북춘천,2022-04-26,1.6
93,북춘천,2022-04-28,0
93,북춘천,2022-04-29,16.7
93,북춘천,2022-04-30,0
93,북춘천,2022-05-07,0
93,북춘천,2022-05-08,2.8
93,북춘천,2022-05-11,0
93,북춘천,2022-05-13,0
93,북춘천,2022-05-17,0
93,북춘천,2022-05-18,.2
93,북춘천,2022-05-25,4.6
93,북춘천,2022-05-30,.5
93,북춘천,2022-06-05,2.3
93,북춘천,2022-06-06,18.4
93,북춘천,2022-06-07,0
93,북춘천,2022-06-08,3.2
93,북춘천,2022-06-09,19.2
93,북춘천,2022-06-10,0
93,북춘천,2022-06-13,2.5
93,북춘천,2022-06-14,0
93,북춘천,2022-06-15,14.3
93,북춘천,2022-06-16,5.8
93,북춘천,2022-06-19,0
93,북춘천,2022-06-23,100.8
93,북춘천,2022-06-24,20.8
93,북춘천,2022-06-26,1
93,북춘천,2022-06-27,8.8
93,북춘천,2022-06-28,10.6
93,북춘천,2022-06-29,48.9
93,북춘천,2022-06-30,129.9
93,북춘천,2022-07-01,.2
93,북춘천,2022-07-04,0
93,북춘천,2022-07-05,0
93,북춘천,2022-07-06,0
93,북춘천,2022-07-07,11.3
93,북춘천,2022-07-08,2.8
93,북춘천,2022-07-10,20.3
93,북춘천,2022-07-11,3.7
93,북춘천,2022-07-13,74.7
93,북춘천,2022-07-14,2.3
93,북춘천,2022-07-15,0
93,북춘천,2022-07-16,1
93,북춘천,2022-07-17,7.3
93,북춘천,2022-07-20,2.1
93,북춘천,2022-07-21,42
93,북춘천,2022-07-22,.7
93,북춘천,2022-07-23,12.3
93,북춘천,2022-07-24,7.5
93,북춘천,2022-07-28,0
93,북춘천,2022-07-29,0
93,북춘천,2022-07-30,6.2
93,북춘천,2022-07-31,29.4
93,북춘천,2022-08-01,16.9
93,북춘천,2022-08-02,48.7
93,북춘천,2022-08-03,21.6
93,북춘천,2022-08-05,0
93,북춘천,2022-08-06,0
93,북춘천,2022-08-07,10.6
93,북춘천,2022-08-08,91.9
93,북춘천,2022-08-09,110.8
93,북춘천,2022-08-10,.8
93,북춘천,2022-08-11,23.5
93,북춘천,2022-08-13,2.1
93,북춘천,2022-08-14,10.4
93,북춘천,2022-08-15,24.6
93,북춘천,2022-08-17,0
93,북춘천,2022-08-19,27.5
93,북춘천,2022-08-25,1.2
93,북춘천,2022-08-27,.9
93,북춘천,2022-08-29,1.3
93,북춘천,2022-08-30,24.2
93,북춘천,2022-08-31,1.4
93,북춘천,2022-09-03,0
93,북춘천,2022-09-04,30.6
93,북춘천,2022-09-05,158
93,북춘천,2022-09-06,42.2
93,북춘천,2022-09-11,.2
93,북춘천,2022-09-16,.2
93,북춘천,2022-09-17,5.5
93,북춘천,2022-09-23,2.2
93,북춘천,2022-09-29,.1
93,북춘천,2022-10-02,7.8
93,북춘천,2022-10-03,82.1
93,북춘천,2022-10-04,15.4
93,북춘천,2022-10-05,0
93,북춘천,2022-10-06,.1
93,북춘천,2022-10-07,0
93,북춘천,2022-10-09,10
93,북춘천,2022-10-10,.2
93,북춘천,2022-10-16,0
93,북춘천,2022-10-23,.5
93,북춘천,2022-11-07,.1
93,북춘천,2022-11-12,36.1
93,북춘천,2022-11-13,1.8
93,북춘천,2022-11-15,1.3
93,북춘천,2022-11-16,.1
93,북춘천,2022-11-22,0
93,북춘천,2022-11-23,.2
93,북춘천,2022-11-25,1.7
93,북춘천,2022-11-28,19.6
93,북춘천,2022-11-29,3.1
93,북춘천,2022-12-03,1.1
93,북춘천,2022-12-06,0
93,북춘천,2022-12-09,0
93,북춘천,2022-12-12,1.7
93,북춘천,2022-12-13,.6
93,북춘천,2022-12-15,2.7
93,북춘천,2022-12-21,4.6
93,북춘천,2022-12-28,0
93,북춘천,2022-12-29,0
93,북춘천,2022-12-31,0
93,북춘천,2023-01-06,.7
93,북춘천,2023-01-07,4
93,북춘천,2023-01-13,25.5
93,북춘천,2023-01-14,1.5
93,북춘천,2023-01-15,8.9
93,북춘천,2023-01-16,0
93,북춘천,2023-01-17,.1
93,북춘천,2023-01-18,0
93,북춘천,2023-01-19,.5
93,북춘천,2023-01-20,1.3
93,북춘천,2023-01-23,0
93,북춘천,2023-01-26,0
93,북춘천,2023-01-27,0
93,북춘천,2023-01-29,1.3
93,북춘천,2023-01-31,0
93,북춘천,2023-02-10,1.1
93,북춘천,2023-02-13,0
93,북춘천,2023-02-16,0
93,북춘천,2023-02-19,0
93,북춘천,2023-03-08,.1
93,북춘천,2023-03-09,2.2
93,북춘천,2023-03-12,6.1
93,북춘천,2023-03-23,0
93,북춘천,2023-04-04,2.1
93,북춘천,2023-04-05,40.6
93,북춘천,2023-04-06,1.2
93,북춘천,2023-04-07,0
93,북춘천,2023-04-11,5.8
93,북춘천,2023-04-14,0
93,북춘천,2023-04-15,3.9
93,북춘천,2023-04-16,1.8
93,북춘천,2023-04-18,7.8
93,북춘천,2023-04-20,0
93,북춘천,2023-04-25,1.1
93,북춘천,2023-04-26,.9
93,북춘천,2023-04-28,0
93,북춘천,2023-04-29,30.5
93,북춘천,2023-04-30,0
93,북춘천,2023-05-01,.2
93,북춘천,2023-05-05,37.4
93,북춘천,2023-05-06,26.7
93,북춘천,2023-05-13,0
93,북춘천,2023-05-14,1.7
93,북춘천,2023-05-18,2.9
93,북춘천,2023-05-25,0
93,북춘천,2023-05-26,.4
93,북춘천,2023-05-27,16.5
93,북춘천,2023-05-28,21.7
93,북춘천,2023-05-29,4.9
93,북춘천,2023-06-08,1.1
93,북춘천,2023-06-09,20.1
93,북춘천,2023-06-10,9.8
93,북춘천,2023-06-11,15
93,북춘천,2023-06-12,0
93,북춘천,2023-06-13,1.5
93,북춘천,2023-06-14,1.3
93,북춘천,2023-06-20,.6
93,북춘천,2023-06-21,22.8
93,북춘천,2023-06-22,0
93,북춘천,2023-06-26,62.8
93,북춘천,2023-06-27,4.8
93,북춘천,2023-06-28,0
93,북춘천,2023-06-29,83.1
93,북춘천,2023-06-30,57.8
93,북춘천,2023-07-04,52.2
93,북춘천,2023-07-05,35.7
93,북춘천,2023-07-09,19.7
93,북춘천,2023-07-10,9.7
93,북춘천,2023-07-11,39.5
